Sequence_Header,Bin_Assignment_1,Bin_Assignment_2,Vote_Count,Total_Votes
UniRef100_A0A1X7U183,5,16,6,368
UniRef100_A0A1G0RLM3,5,13,8,368
UniRef100_A0A2D3V1M8,6,5,8,368
UniRef100_S8E572,7,12,7,368
UniRef100_A0A258B002,7,13,8,368
UniRef100_A0A0D2P8N8,5,7,8,368
UniRef100_UPI000831CBF0,9,8,8,368
UniRef100_A0A1F2WAB0,7,8,8,368
UniRef100_A0A538JTE3,14,7,11,368
UniRef100_UPI000E312555,7,10,8,368
UniRef100_A0A1V2KZB3,4,16,7,368
UniRef100_A0A317ZDA5,5,13,8,368
UniRef100_A0A2N2P7B3,5,12,7,368
UniRef100_A0A0S8DW43,4,16,8,368
UniRef100_A0A1Q9D4M5,6,5,8,368
UniRef100_A0A2E3MF20,5,11,8,368
UniRef100_UPI00023B29D3,4,7,9,368
UniRef100_A0A520VS74,5,15,14,368
UniRef100_A0A2H3YRU8,4,8,9,368
UniRef100_UPI000BBDBC42,6,8,8,368
UniRef100_A0A1D1XHL1,4,10,9,368
UniRef100_A0A2A4SY53,14,7,9,368
UniRef100_A0A352KN35,8,7,10,368
UniRef100_A0A2R6R2D0,15,6,9,368
UniRef100_E1F3X9,4,18,11,368
UniRef100_A0A2E6CF98,5,15,7,368
UniRef100_UPI000A05D6A6,4,12,8,368
UniRef100_A0A1G1V9S3,10,5,7,368
UniRef100_UPI0012B5E436,4,14,13,368
UniRef100_W7JUZ0,2,14,7,368
UniRef100_A0A2H5NZ51,7,7,7,368
UniRef100_W4H0Z4,8,8,7,368
UniRef100_B1ZX32,6,13,7,368
UniRef100_A0A1Q7KTK1,7,9,7,368
UniRef100_K3YIW7,6,10,8,368
UniRef100_UPI0006D1461A,4,12,8,368
UniRef100_A0A535HQY3,17,9,11,368
UniRef100_A0A0K9Q4N7,4,16,9,368
UniRef100_A0A0R2PB07,14,7,8,368
UniRef100_UPI0006C9E165,6,10,6,368
UniRef100_A0A1V5RPG1,17,10,10,368
UniRef100_UPI0007114E50,6,10,8,368
UniRef100_S6BN87,13,6,8,368
UniRef100_UPI0009F44667,14,6,7,368
UniRef100_A0A4S4DLG6,5,16,8,368
UniRef100_A0A061RAU9,11,8,8,368
UniRef100_W9CZ98,3,17,8,368
UniRef100_A0A0B4R3B3,5,14,9,368
seq,2,17,8,368
UniRef100_R1DFN1,18,9,18,368
UniRef100_A0A4X1T5Q1,3,18,12,368
UniRef100_A0A554L8A6,3,14,7,368
UniRef100_A0A2E2XZ96,18,13,8,368
UniRef100_A0A350SJE0,2,14,10,368
UniRef100_A0A3M1BKE0,6,8,7,368
UniRef100_A0A3D3NYZ1,6,14,8,368
UniRef100_A0A0E0LTC0,7,6,7,368
UniRef100_Q057D8,18,13,14,368
UniRef100_A2FYU1,2,10,8,368
UniRef100_UPI0004416471,4,17,7,368
UniRef100_A0A1A9XS26,9,4,8,368
UniRef100_A0A1G3ZSV7,2,15,7,368
UniRef100_A0A2B4SKE4,5,15,14,368
UniRef100_A0A210PLV5,4,16,10,368
UniRef100_A0A0C2XL27,4,14,9,368
UniRef100_A0A0C3Q5Y5,4,14,8,368
UniRef100_UPI000C314B5B,12,7,8,368
UniRef100_A0A1F6ZRL1,3,15,8,368
UniRef100_A9UVJ8,4,9,9,368
UniRef100_A0A026WVV1,4,14,8,368
UniRef100_A0A261DC95,7,6,6,368
UniRef100_A0A2V9M4V1,4,11,8,368
UniRef100_UPI0005C3BCB8,2,14,9,368
UniRef100_UPI00129462D2,3,7,7,368
UniRef100_A0A1V9ZPQ5,6,4,7,368
UniRef100_A0A2C9K8J9,2,17,11,368
UniRef100_A0A5N6L2X7,6,15,10,368
UniRef100_A0A3P3RCG2,3,13,8,368
UniRef100_S9UFB4,2,14,7,368
UniRef100_A0A2K5Z8H7,3,17,12,368
UniRef100_A0A376K1G1,4,10,8,368
UniRef100_A0A200QY44,3,17,9,368
UniRef100_A0A1F5XIB4,6,14,10,368
UniRef100_A0A3N1LFT2,11,7,10,368
UniRef100_A0A0F9YT64,6,9,8,368
UniRef100_A0A1Y2D880,5,14,8,368
UniRef100_UPI00124A1024,5,11,8,368
UniRef100_UPI0006779464,5,14,9,368
UniRef100_A0A1A8VQG0,4,11,7,368
UniRef100_A0A561EKS2,4,17,11,368
UniRef100_UPI000580EF8B,4,15,10,368
UniRef100_A0A0L0HA75,16,7,9,368
UniRef100_G0TW25,6,12,9,368
UniRef100_A0A2G9NI42,4,14,10,368
UniRef100_A0A3P8WWP3,9,7,9,368
UniRef100_M1UXF5,16,8,17,368
UniRef100_M2Y8T2,15,5,10,368
UniRef100_A0A1U7RVA4,4,17,9,368
UniRef100_A0A0G1NCM8,11,4,10,368
UniRef100_A0A1F6SWC9,3,11,7,368
UniRef100_A0A0L0DW58,3,10,9,368
UniRef100_A0A512JLV0,3,17,9,368
UniRef100_UPI0010F7251A,7,9,8,368
UniRef100_UPI0005AC8E1C,5,7,9,368
UniRef100_R0GAT0,16,5,8,368
UniRef100_A0A218WJM3,13,4,7,368
UniRef100_A0A1G2B6C4,8,6,7,368
UniRef100_A0A424Q7X2,4,15,8,368
UniRef100_A0A5J4U6L0,4,10,8,368
UniRef100_A0A419GAF2,6,14,8,368
UniRef100_A0A1M3DC38,15,7,8,368
UniRef100_A0A517NFV9,8,11,9,368
UniRef100_UPI000CF7D29B,2,14,8,368
UniRef100_A0A409W2A1,3,18,9,368
UniRef100_A0A423XEW0,18,10,9,368
UniRef100_A0A2M8AEM0,5,8,7,368
UniRef100_A0A3S0FIF6,3,13,10,368
UniRef100_A0A1F6EU06,6,9,9,368
UniRef100_A0A1G0YT13,7,9,8,368
UniRef100_A0A371LEY7,5,13,9,368
UniRef100_A0A424MAF7,2,15,11,368
UniRef100_A0A151ZFI7,6,14,8,368
UniRef100_A0A1F7IV27,15,7,8,368
UniRef100_A0A0C4EDW9,6,6,9,368
UniRef100_A0A1W9NZA5,14,7,11,368
UniRef100_A0A3M1JBX1,6,12,7,368
UniRef100_A0A0G0PB49,16,7,11,368
UniRef100_UPI000CDAD67F,3,14,7,368
UniRef100_A0A2H9TIX1,3,14,9,368
UniRef100_A0A2H0VAV0,12,7,12,368
UniRef100_A0A0M4EH96,14,4,13,368
UniRef100_A0A0G0NB39,5,15,7,368
UniRef100_A0A3M1ZKL6,15,6,10,368
UniRef100_A0A433PG84,11,8,8,368
UniRef100_UPI0010A0210F,9,11,9,368
UniRef100_A0A1W0E4I4,18,12,11,368
UniRef100_W2ZLY3,6,6,8,368
UniRef100_A0A0C2YH99,14,6,8,368
UniRef100_A0A287JPT4,16,8,7,368
UniRef100_J3P478,6,13,10,368
UniRef100_UPI000CF7D901,7,11,8,368
UniRef100_A0A2N9NL80,3,15,9,368
UniRef100_A0A5C3EV20,5,15,8,368
UniRef100_UPI00109BA2A0,4,11,8,368
UniRef100_A0A1F5B4Y6,3,13,8,368
UniRef100_A0A3R7UAT0,5,11,8,368
UniRef100_UPI000776BC4E,3,14,9,368
UniRef100_A0A063ZNV6,6,7,8,368
UniRef100_A0A344U8Z9,4,17,9,368
UniRef100_S9UUQ0,4,12,9,368
UniRef100_A0A367IUR0,4,10,6,368
UniRef100_A0A2G9GEY9,5,7,9,368
UniRef100_A0A5C7JJ53,12,6,8,368
UniRef100_A0A3D3DM19,17,10,8,368
UniRef100_A0A1W9SQH5,3,12,9,368
UniRef100_A0A139WMM8,11,8,12,368
UniRef100_W2S4K3,6,5,7,368
UniRef100_B0R683,6,12,9,368
UniRef100_W1Q888,3,12,7,368
UniRef100_A0A1B3SLL1,10,6,8,368
UniRef100_UPI00129423E7,7,12,8,368
UniRef100_A0A059AGR8,5,5,9,368
UniRef100_A0A1B7LMD5,9,4,8,368
UniRef100_A0A2H0YNZ2,5,6,7,368
UniRef100_A0A1V5TWM7,4,13,8,368
UniRef100_A0A2R6GJG8,8,7,9,368
UniRef100_A0A0L6W9P0,5,6,7,368
UniRef100_A0A2U3CCI9,4,14,9,368
UniRef100_A0A0K3CDK3,8,7,8,368
UniRef100_UPI0010F504CF,3,12,9,368
UniRef100_A0A364NCK0,5,15,9,368
UniRef100_C1MP07,6,13,7,368
UniRef100_A0A5K4EYY7,9,8,7,368
UniRef100_A0A4W6FMJ4,5,15,8,368
UniRef100_A0A287QTX4,2,12,7,368
UniRef100_A0A4U9CCB4,4,17,10,368
UniRef100_UPI0009E2D823,6,12,8,368
UniRef100_A0A2P2LVW6,11,5,7,368
UniRef100_A0A2H9VB03,2,12,7,368
UniRef100_A0A522TD01,9,8,8,368
UniRef100_A0A1S6GYH0,2,10,14,368
UniRef100_A0A2H5QN52,15,6,9,368
UniRef100_A0A0G0BXB9,4,18,10,368
UniRef100_UPI000522D2EE,2,17,7,368
UniRef100_F4P3M3,3,14,7,368
UniRef100_A0A496URW9,16,5,11,368
UniRef100_A0A5D6Y462,2,14,6,368
UniRef100_A0A2E5ZWI8,4,7,8,368
UniRef100_UPI0012ED99D4,6,13,11,368
UniRef100_K8EJU0,4,13,8,368
UniRef100_A0A507CIL7,3,10,10,368
UniRef100_A0A2N5ZWV3,18,13,10,368
UniRef100_A0A481QMK2,4,16,14,368
UniRef100_K2B8B6,3,12,8,368
UniRef100_UPI0011AF3B50,7,9,7,368
UniRef100_UPI000FFDB10D,6,6,10,368
UniRef100_UPI000E4651C5,3,12,6,368
UniRef100_A0A451DBP1,6,14,9,368
UniRef100_UPI001037199C,17,9,9,368
UniRef100_A8XZJ0,4,11,13,368
UniRef100_UPI000F663166,7,8,9,368
UniRef100_UPI00077A2572,2,10,9,368
UniRef100_A0A1F4UQL1,2,14,7,368
UniRef100_A0A4R4WAE7,16,8,9,368
UniRef100_A0A177WY04,11,4,9,368
UniRef100_A0A432FUE5,3,6,8,368
UniRef100_UPI0004196F2F,17,10,8,368
UniRef100_A0A229H0F8,18,11,10,368
UniRef100_A0A0A8L521,6,6,7,368
UniRef100_A0A5F5PY25,6,5,7,368
UniRef100_A0A3E0GZC2,4,10,9,368
UniRef100_A0A2G5CL86,5,14,8,368
UniRef100_A0A444V248,11,4,8,368
UniRef100_A0A2P5I4W8,5,10,10,368
UniRef100_A0A1B7TCN9,6,15,9,368
UniRef100_A0A2J6L556,6,8,7,368
UniRef100_F6HCJ8,6,7,7,368
UniRef100_A0A3S3P3S4,7,4,9,368
UniRef100_UPI000F830AB8,3,14,6,368
UniRef100_A0A0F4GEL1,11,7,6,368
UniRef100_A0A3B0YXN9,7,9,11,368
UniRef100_A0A5N6PDL7,4,10,8,368
UniRef100_A0A4U1FK92,4,11,8,368
UniRef100_UPI00109FE25E,3,18,8,368
UniRef100_A0A2D6MCK7,7,11,9,368
UniRef100_A0A2V2RE80,4,18,8,368
UniRef100_G8BMZ8,3,17,7,368
UniRef100_K0T4C2,2,13,7,368
UniRef100_A0A525KBR5,3,15,8,368
UniRef100_A0A1S9M233,7,10,13,368
UniRef100_A0A0G1E280,6,7,9,368
UniRef100_A0A397EI30,6,8,7,368
UniRef100_A0A0H4T072,6,13,8,368
UniRef100_A3M0P2,6,8,8,368
UniRef100_A0A0X3PBT2,4,13,10,368
UniRef100_A0A0G1NPW4,5,16,10,368
UniRef100_UPI00114548CA,5,7,7,368
UniRef100_UPI000853F8E4,15,6,11,368
UniRef100_UPI00057A300F,3,12,6,368
UniRef100_A0A2N1T9A0,16,8,10,368
UniRef100_A0A2H0QWF2,3,16,8,368
UniRef100_A0A349B9J7,14,6,11,368
UniRef100_A0A2S7U2L2,5,13,8,368
UniRef100_A0A419WH32,4,7,9,368
UniRef100_G2MN88,7,7,13,368
UniRef100_A0A5C7KSW0,18,13,9,368
UniRef100_UPI000A30742A,6,15,10,368
UniRef100_A0A0C9YYF9,3,13,8,368
UniRef100_A0A381UTX7,5,9,10,368
UniRef100_I4YEM8,3,18,8,368
UniRef100_Q6CSU6,15,6,8,368
UniRef100_A0A1G2YNB6,8,10,9,368
UniRef100_A0A2C9JL41,6,16,11,368
UniRef100_UPI00074FF9CD,3,14,9,368
UniRef100_A0A1E3NHQ6,6,7,7,368
UniRef100_A0A1S6H0S9,3,10,10,368
UniRef100_A0A4Z2CYW7,3,13,8,368
UniRef100_UPI0000EE5626,8,6,8,368
UniRef100_A0A250XE88,11,7,7,368
UniRef100_UPI000C03FF54,16,7,9,368
UniRef100_A0A0N0U528,10,5,8,368
UniRef100_A0A2T2NEP7,7,14,9,368
UniRef100_A0A2E0UWR4,4,11,9,368
UniRef100_A0A178LR91,9,6,9,368
UniRef100_A0A2I0AUH5,4,13,8,368
UniRef100_A0A0M0JKB0,11,4,7,368
UniRef100_Q6BFX4,2,13,8,368
UniRef100_A0A1Q7ZXY9,7,7,7,368
UniRef100_A0A2P6SAZ3,10,6,10,368
UniRef100_UPI000D623511,6,13,11,368
UniRef100_A0A5M6BT91,5,11,8,368
UniRef100_M2N8P9,2,13,8,368
UniRef100_A0A507CP44,3,12,8,368
UniRef100_A0A4S8J0W6,5,8,8,368
UniRef100_R6ZHX8,18,12,12,368
UniRef100_A0A1I8IZN0,4,9,9,368
UniRef100_A0A3A4VFU5,9,7,8,368
UniRef100_A0A5N6R5B3,8,7,7,368
UniRef100_A0A521VYD4,4,17,9,368
UniRef100_A0A2V8X5U7,8,7,7,368
UniRef100_A0A178IHL8,7,12,8,368
UniRef100_UPI0004F4916C,2,17,13,368
UniRef100_A0A2D6WNB1,8,8,10,368
UniRef100_A0A1G2HT10,3,15,8,368
UniRef100_A0A3D3HWV9,7,10,8,368
UniRef100_A0A1A8JKS4,8,7,9,368
UniRef100_A0A2Y9AAN4,7,9,9,368
UniRef100_A0A1F4AJ62,4,7,9,368
UniRef100_A0A3M0HZ23,10,4,7,368
UniRef100_A0A2G2J4T3,3,13,8,368
UniRef100_A0A137NW19,7,13,8,368
UniRef100_A0A0D2DXI6,3,14,8,368
UniRef100_A0A0J9XED4,11,7,8,368
UniRef100_UPI0004D09C20,4,14,11,368
UniRef100_A0A2A9P102,4,16,9,368
UniRef100_A0A2G9YYW7,16,9,8,368
UniRef100_D7MUT7,10,5,10,368
UniRef100_A0A4D8Z989,13,4,7,368
UniRef100_A0A087SC60,4,11,8,368
UniRef100_G3WFW5,2,17,8,368
UniRef100_A0A534DNY4,6,8,10,368
UniRef100_A0A422MYT1,17,10,9,368
UniRef100_A0A3E0Q486,16,9,15,368
UniRef100_A0A1M5TVI0,4,18,8,368
UniRef100_A0A2N3HRE0,18,11,8,368
UniRef100_A0A4V5NEK2,10,6,10,368
UniRef100_A0A2H0N878,16,8,9,368
UniRef100_A0A2U8BT16,5,15,10,368
UniRef100_A0A507BCD5,5,12,12,368
UniRef100_UPI001262F7D3,15,4,8,368
UniRef100_A0A165FI94,4,16,10,368
UniRef100_A0A4R4WD13,6,12,8,368
UniRef100_A0A1G4KIJ3,12,6,8,368
UniRef100_A0A022Q787,3,15,8,368
UniRef100_UPI0009A300B1,6,13,10,368
UniRef100_A0A3L6L185,3,8,7,368
UniRef100_A0A1F7WIX6,5,7,9,368
UniRef100_A0A098VR53,2,12,8,368
UniRef100_A0A455RD78,2,14,8,368
UniRef100_A0A2J6LW57,12,6,10,368
UniRef100_A0A2V2DTP0,10,7,8,368
UniRef100_A0A2N1NUC6,16,7,8,368
UniRef100_A0A1Z9I604,5,10,7,368
UniRef100_A0A4Q6BB51,3,13,6,368
UniRef100_A0A5B1QPW1,7,9,7,368
UniRef100_W9SA60,9,4,10,368
UniRef100_A0A349A668,13,4,9,368
UniRef100_A0A0G4J8Z1,7,6,7,368
UniRef100_A0A150GSL6,11,7,7,368
UniRef100_A0A3B1ALJ1,2,14,9,368
UniRef100_A0A1G0MVD5,14,7,7,368
UniRef100_UPI000901464C,8,6,7,368
UniRef100_R0HPH3,6,8,9,368
UniRef100_A0A5E3W813,3,15,9,368
UniRef100_UPI00126A35E5,3,18,8,368
UniRef100_UPI00093E961B,3,12,7,368
UniRef100_A0A1F6F1S0,3,16,7,368
UniRef100_A0A1Z5JSA8,3,11,9,368
UniRef100_A0A2P2J8N6,4,13,10,368
UniRef100_UPI0011F3F4CB,17,6,10,368
UniRef100_A0A2I0AGW0,3,9,8,368
UniRef100_A0A2E6U3L4,16,9,12,368
UniRef100_A0A357QPN6,8,5,8,368
UniRef100_A0A1C3KY40,2,14,8,368
UniRef100_A0A5B7EA30,8,4,8,368
UniRef100_A0A0Q5ZMA5,4,10,8,368
UniRef100_A0A3B6PHE7,5,13,7,368
UniRef100_X2C462,7,10,10,368
UniRef100_A0A3A5V8I1,3,12,7,368
UniRef100_U1PIM6,8,9,8,368
UniRef100_A0A137QI30,9,10,9,368
UniRef100_A0A3N4KYE4,15,6,10,368
UniRef100_A0A0S8K034,7,10,8,368
UniRef100_A0A482SDP3,4,16,9,368
UniRef100_W0K4P8,5,12,9,368
UniRef100_A0A498KVV3,4,14,7,368
UniRef100_A0A445IZ19,11,4,7,368
UniRef100_G3BDI4,5,11,9,368
UniRef100_A0A3Q0DIE5,4,18,8,368
UniRef100_A0A1Z9VPB8,5,6,10,368
UniRef100_A0A0L0G8N4,4,12,8,368
UniRef100_A0A2H0XSS7,3,12,7,368
UniRef100_A0A084Q8W1,16,7,9,368
UniRef100_A0A5J9W4Z0,3,13,7,368
UniRef100_A0A5N5KP65,4,13,7,368
UniRef100_A0A418B0K4,3,18,8,368
UniRef100_A0A329SC61,6,12,10,368
UniRef100_A0A1E4RLZ8,4,10,8,368
UniRef100_A0A1X0NLJ2,5,7,11,368
UniRef100_S8AVS6,4,13,8,368
UniRef100_A0A2V3U5G9,8,10,9,368
UniRef100_A0A0V0HRM4,12,4,9,368
UniRef100_A0A2M7AQ22,16,7,8,368
UniRef100_A0A3Q2IJD2,18,8,7,368
UniRef100_A0A165FWD3,8,10,7,368
UniRef100_A0A2N8UD17,4,16,8,368
UniRef100_A0A067KH95,7,6,9,368
UniRef100_A0A1F6EJL3,10,7,8,368
UniRef100_UPI0004F43FFE,3,11,10,368
UniRef100_A0A3M6WL68,9,10,7,368
UniRef100_UPI001036B81F,6,11,9,368
UniRef100_B5DQG6,11,7,10,368
UniRef100_A0A060TC60,12,7,8,368
UniRef100_G8JQL2,5,7,9,368
UniRef100_A0A1Y1CQG5,18,11,8,368
UniRef100_A0A0R2SGX8,2,14,8,368
UniRef100_UPI0010A52F68,5,7,9,368
UniRef100_A0A2U8HT43,8,5,7,368
UniRef100_A0A3A4Z6G6,6,12,9,368
UniRef100_A0A0R3LZW4,4,17,9,368
UniRef100_A0A0N4V1Z8,3,12,8,368
UniRef100_A0A094DHF2,8,12,8,368
UniRef100_A0A427XYA9,4,17,8,368
UniRef100_A0A0B7F6W9,6,15,9,368
UniRef100_UPI0005F48B74,7,10,9,368
UniRef100_UPI00071AA0F0,6,6,8,368
UniRef100_A0A1M7HB32,3,16,8,368
UniRef100_A0A1E4TJR4,5,11,6,368
UniRef100_A0A550CD70,10,9,11,368
UniRef100_A0A421JNT1,9,7,8,368
UniRef100_W6KRV0,5,6,7,368
UniRef100_H0YUS7,3,14,9,368
UniRef100_A0A1G2CUV3,7,9,7,368
UniRef100_UPI0007712C88,4,6,8,368
UniRef100_A0A2G9PYN8,6,8,8,368
UniRef100_A0A1H8PJ32,4,11,8,368
UniRef100_A0A0G0VCL1,7,7,8,368
UniRef100_A0A1F3C619,5,16,7,368
UniRef100_A0A1Y1JDH5,5,11,10,368
UniRef100_A0A1B0FEB8,15,6,10,368
UniRef100_A0A5R8KDH8,9,9,8,368
UniRef100_F4WTP7,9,11,8,368
UniRef100_F4P0A1,5,11,8,368
UniRef100_A0A1C4YXA0,6,14,11,368
UniRef100_G4ZTY9,5,17,9,368
UniRef100_A0A522FBJ9,3,10,9,368
UniRef100_A0A0G1Q8R2,3,10,7,368
UniRef100_A0A4P5XRL3,11,4,7,368
UniRef100_A0A0B7JQ74,7,7,8,368
UniRef100_A0A2N5Z062,7,11,8,368
UniRef100_A0A2E1K197,5,12,9,368
UniRef100_UPI000695C8C4,2,11,8,368
UniRef100_C4B8W9,3,18,11,368
UniRef100_UPI001245F6B9,6,13,10,368
UniRef100_A0A285NBK5,6,11,8,368
UniRef100_A0A2A2RH82,14,8,9,368
UniRef100_A0A1B9H2F8,5,12,9,368
UniRef100_A0A2G1YV50,4,10,7,368
UniRef100_A0A517MY82,5,16,8,368
UniRef100_A0A2N3HVX1,12,6,7,368
UniRef100_A0A1F7ABG6,5,8,8,368
UniRef100_A0A1F8F846,17,8,10,368
UniRef100_A0A1X6N9W1,8,5,11,368
UniRef100_UPI000831770B,5,14,10,368
UniRef100_UPI00083E7864,7,13,7,368
UniRef100_A0A2M8KD96,4,10,8,368
UniRef100_R1ENA0,4,10,6,368
UniRef100_K2ND09,2,17,15,368
UniRef100_UPI0012B5339B,4,10,8,368
UniRef100_A0A024GMQ6,3,17,9,368
UniRef100_A0A534CSV9,11,4,7,368
UniRef100_UPI000DE61D72,18,11,10,368
UniRef100_A0A1G2PKU4,10,5,8,368
UniRef100_A0A1U7Z407,6,8,8,368
UniRef100_A0A2D7JVL9,6,5,7,368
UniRef100_A0A2R6H1R5,3,11,8,368
UniRef100_UPI000BA7FD62,3,16,10,368
UniRef100_A0A1F5NJD6,8,9,8,368
UniRef100_A0A1Y2M3N2,4,16,11,368
UniRef100_A0A109FIE0,7,12,8,368
UniRef100_M3XNR9,7,3,7,368
UniRef100_A0A2H6KAK0,7,9,8,368
UniRef100_F0XS61,9,10,7,368
UniRef100_UPI0004F49B63,9,4,8,368
UniRef100_A0A1G9Z0J2,6,12,11,368
UniRef100_M0RQL1,5,6,8,368
UniRef100_A0A1M3H419,17,7,9,368
UniRef100_A0A2J7QJ32,3,11,8,368
UniRef100_UPI00076235CA,5,15,11,368
UniRef100_UPI000B9039AB,11,8,7,368
UniRef100_A0A451CZ40,16,9,8,368
UniRef100_A0A2W4RBS1,3,15,9,368
UniRef100_UPI0008FAB501,4,10,11,368
UniRef100_A0A1F4TS48,10,3,11,368
UniRef100_A0A2E0GPT5,2,12,14,368
UniRef100_UPI0011D28CCE,3,13,7,368
UniRef100_A0A2K1IRA2,5,10,8,368
UniRef100_A0A061QXW6,5,7,8,368
UniRef100_A0A0C1H9G2,3,14,7,368
UniRef100_A0A0G0EFZ8,6,13,8,368
UniRef100_A0A1L8GFP7,11,3,10,368
UniRef100_UPI000B937DAC,4,10,10,368
UniRef100_A0A1E3P5X9,10,6,7,368
UniRef100_A0A316U4F7,4,17,7,368
UniRef100_A0A1R4HRI5,3,11,8,368
UniRef100_A0A1N6K1W2,3,18,9,368
UniRef100_A0A168HF40,10,4,8,368
UniRef100_A0A2V8ZBN1,4,8,6,368
UniRef100_A0A2E9Y911,4,17,8,368
UniRef100_UPI0011CF2DF6,17,7,11,368
UniRef100_E2C134,8,5,8,368
UniRef100_G0UM40,6,6,7,368
UniRef100_UPI000643C269,7,9,9,368
UniRef100_A0A1F6QU57,3,9,7,368
UniRef100_A0A0G0FKI0,16,5,8,368
UniRef100_A7S625,7,7,8,368
UniRef100_A0A2N1VM55,4,18,16,368
UniRef100_A0A2R6E576,3,13,8,368
UniRef100_A0A1L4D2S9,3,11,7,368
UniRef100_I2H6B7,6,13,9,368
UniRef100_F2QTZ4,15,7,8,368
UniRef100_A0A166QUI1,10,6,9,368
UniRef100_UPI00040888D2,13,5,8,368
UniRef100_A0A1G2R1W6,3,16,7,368
UniRef100_A0A1W0WQQ5,9,7,7,368
UniRef100_W0JDW7,3,11,8,368
UniRef100_A0A3A4ZJJ4,6,12,11,368
UniRef100_A0A4Y9ZDY9,4,18,10,368
UniRef100_UPI001016AC3A,4,9,6,368
UniRef100_A0A0N1PD90,3,10,7,368
UniRef100_A0A167Q7V0,3,18,8,368
UniRef100_D2RUG0,8,10,8,368
UniRef100_C5J5V1,12,5,8,368
UniRef100_A0A2D5UME6,18,12,11,368
UniRef100_UPI0009E2AF0B,7,9,7,368
UniRef100_UPI0007112926,13,7,8,368
UniRef100_A0A091N761,5,8,7,368
UniRef100_UPI0010FA36F2,4,18,11,368
UniRef100_A0A5B1CE26,18,13,8,368
UniRef100_A0A316LNB9,8,11,7,368
UniRef100_UPI000D090E98,14,7,7,368
UniRef100_A0A1F6C4F4,5,9,7,368
UniRef100_A0A081CEW9,5,17,8,368
UniRef100_UPI00085468EF,3,13,6,368
UniRef100_S3DJD2,2,14,11,368
UniRef100_A0A419K3S5,4,11,8,368
UniRef100_A0A1I0EHC8,2,10,10,368
UniRef100_K1PRS8,2,17,10,368
UniRef100_H9G6A2,3,14,7,368
UniRef100_Q1QN09,13,5,7,368
UniRef100_A0A2P9D3K8,6,15,14,368
UniRef100_A0A2H0L4R9,3,14,10,368
UniRef100_A0A2E7AW43,9,5,7,368
UniRef100_A0A1B4V0I2,4,10,9,368
UniRef100_UPI000661CC31,6,6,7,368
UniRef100_UPI000DD9649E,3,16,9,368
UniRef100_L0IAB1,5,15,8,368
UniRef100_G3NVY3,4,10,8,368
UniRef100_A0A3P3Y994,11,5,9,368
UniRef100_A0A355VXY0,18,11,9,368
UniRef100_G8YL89,3,18,9,368
UniRef100_A0A5A7PKI7,10,5,7,368
UniRef100_A0A4Q4UCU3,4,12,7,368
UniRef100_A0A4Y1QW58,2,12,7,368
UniRef100_UPI0012AB798A,8,10,8,368
UniRef100_A0A534C338,5,8,7,368
UniRef100_A0A2R6MUD0,8,9,12,368
UniRef100_A0A1F7AAB6,8,8,8,368
UniRef100_A0A2N6GBW6,4,15,10,368
UniRef100_A0A0Q6ZFN3,4,16,10,368
UniRef100_A0A2M7Q8E6,6,9,7,368
UniRef100_A0A507EJ50,5,16,7,368
UniRef100_Q07KN9,6,16,7,368
UniRef100_A0A2K8YFH2,8,11,9,368
UniRef100_A0A5C6DYK7,8,8,8,368
UniRef100_A0A497TLL6,14,5,7,368
UniRef100_A0A0G4I6Y0,9,4,10,368
UniRef100_A0A511MDI3,3,11,8,368
UniRef100_UPI0011AECF8E,5,10,9,368
UniRef100_A0A1W4WPZ8,8,4,6,368
UniRef100_A0A2Z3QW98,6,14,6,368
UniRef100_A0A1T5JAK9,11,6,10,368
UniRef100_A0A165H701,14,7,8,368
UniRef100_A0A3A3G4P6,11,3,8,368
UniRef100_A0A1F8H4C0,19,13,8,368
UniRef100_A0A257QG12,7,7,11,368
UniRef100_F0ZZ46,6,10,7,368
UniRef100_UPI000EFEC1BD,3,12,8,368
UniRef100_UPI0009DFD0BF,2,11,17,368
UniRef100_A0A4W5RTL2,4,7,8,368
UniRef100_M0MKX1,11,5,9,368
UniRef100_A0A5D2ZC12,5,12,6,368
UniRef100_A0A1V3NIJ8,5,12,8,368
UniRef100_A0EEL7,3,16,9,368
UniRef100_A0A525J6H5,4,10,11,368
UniRef100_I6ZIX0,18,13,9,368
UniRef100_W6LB90,9,4,9,368
UniRef100_A0A484E933,15,6,8,368
UniRef100_A0A5B6YKF2,5,11,7,368
UniRef100_A0A3M1BG96,14,8,10,368
UniRef100_UPI0009E1D866,4,17,10,368
UniRef100_A0A0F7FGL0,11,8,8,368
UniRef100_A6R583,4,9,8,368
UniRef100_A0A3M7MKH3,6,7,8,368
UniRef100_UPI001055394F,6,13,9,368
UniRef100_A0A2D6L6F3,18,13,13,368
UniRef100_UPI000CD62788,4,16,8,368
UniRef100_A0A1J7I992,8,8,9,368
UniRef100_A0A1S3JFE2,5,9,7,368
UniRef100_UPI00084074B8,3,11,8,368
UniRef100_A0A1R0H0Z9,6,6,8,368
UniRef100_A0A2D7RDE6,4,8,8,368
UniRef100_K2BS26,6,15,8,368
UniRef100_UPI000854758F,5,11,7,368
UniRef100_A0A5F8AKA9,6,6,8,368
UniRef100_UPI00092E4351,5,7,6,368
UniRef100_UPI0007E62FFE,6,4,7,368
UniRef100_G0UWZ7,10,5,9,368
